severity_score,priority_tier,sla_tier_hours,queue_size,regulatory_flag,vip_customer,channel_is_digital,hour_of_day,sla_breached
0.64,1,72,8,0,0,1,0,0
0.94,4,72,13,0,0,0,2,1
0.003,4,5,18,0,0,1,9,1
0.632,1,48,17,0,0,0,9,0
0.177,1,72,21,0,0,0,20,0
0.487,4,24,4,1,1,0,7,1
0.063,5,48,15,0,0,1,0,0
0.056,1,72,3,0,0,1,21,0
0.537,5,24,29,1,0,1,0,1
0.918,1,24,22,0,1,1,9,1
0.097,5,24,26,0,0,1,15,1
0.616,1,24,13,0,0,1,12,1
0.976,5,24,10,0,0,0,18,1
0.063,3,24,24,0,0,1,14,0
0.582,2,5,25,0,0,0,0,1
0.081,1,24,29,1,0,0,13,0
0.792,4,24,6,0,0,1,7,1
0.611,1,24,22,0,0,1,9,1
0.005,2,24,3,0,0,1,17,0
0.464,2,48,1,0,0,1,15,0
0.16,1,5,20,0,0,1,19,0
0.758,1,5,23,1,0,1,0,1
0.116,2,72,18,0,0,1,10,0
0.11,2,5,7,0,0,1,7,0
0.585,1,72,4,0,0,1,11,0
0.72,3,48,6,0,1,1,8,1
0.852,4,72,5,0,0,1,5,0
0.638,5,24,18,0,0,1,16,1
0.996,5,72,26,0,1,1,7,1
0.434,2,24,29,0,1,0,1,0
0.733,5,5,13,0,0,0,3,1
0.241,5,5,22,0,0,1,9,1
0.999,1,72,21,0,0,0,23,1
0.976,4,24,27,0,0,0,20,1
0.633,1,72,28,0,0,1,8,0
0.613,5,24,25,0,0,1,1,1
0.91,3,5,3,0,0,1,11,1
0.559,1,24,4,0,0,1,15,0
0.752,2,24,10,0,0,1,8,1
0.373,4,72,16,0,0,1,21,0
0.899,4,48,25,0,0,0,2,1
0.884,1,5,12,0,0,0,3,1
0.112,2,72,4,0,0,1,9,0
0.682,2,72,11,0,0,1,6,0
0.872,2,48,13,0,0,0,15,1
0.697,5,72,14,0,0,0,5,0
0.227,3,48,24,0,0,1,5,0
0.161,5,48,5,0,0,1,21,0
0.161,1,5,10,0,0,1,6,0
0.035,3,48,4,0,0,1,9,0
0.025,4,24,30,0,0,1,23,0
0.507,3,72,28,0,0,0,18,0
0.8,4,48,22,1,0,1,21,1
0.308,4,24,14,0,0,1,6,1
0.222,3,24,0,1,0,1,2,0
0.394,4,48,19,0,0,0,11,1
0.716,4,48,12,0,0,1,14,1
0.088,4,72,25,0,0,1,13,0
0.414,5,5,4,0,0,0,10,1
0.96,4,5,0,0,0,1,17,1
0.568,2,24,5,0,0,1,9,0
0.304,5,72,7,1,1,1,20,0
0.473,3,72,5,0,0,1,3,0
0.493,1,48,18,0,0,1,21,0
0.694,1,48,16,0,1,1,18,1
0.32,2,48,5,1,0,1,11,0
0.292,1,24,24,0,0,1,5,0
0.872,3,48,21,0,0,1,11,1
0.013,5,48,11,0,0,0,5,0
0.155,2,24,25,0,0,0,16,0
0.713,1,72,14,0,0,1,0,0
0.312,3,24,26,0,0,1,10,1
0.305,1,24,4,0,0,1,4,0
0.981,4,5,2,1,0,1,6,1
0.793,5,5,15,1,0,1,21,1
0.097,1,24,18,0,0,1,2,0
0.746,3,48,11,0,0,1,7,1
0.068,5,5,16,0,0,1,17,1
0.725,2,72,11,0,0,1,3,0
0.355,4,72,6,0,0,0,10,0
0.11,2,72,24,0,0,1,2,0
0.116,3,72,19,0,0,0,7,0
0.291,4,24,27,1,0,1,21,1
0.013,4,5,12,0,0,1,4,0
0.695,1,24,2,0,0,1,12,0
0.838,4,48,24,0,0,1,20,1
0.356,5,72,15,0,0,1,3,0
0.497,2,5,3,0,0,1,0,0
0.383,3,24,9,0,0,1,16,0
0.793,2,48,21,0,0,1,17,1
0.953,1,72,28,0,0,1,12,1
0.036,2,48,28,0,0,1,22,0
0.764,5,72,21,0,0,1,17,1
0.507,4,48,15,0,0,1,9,1
0.028,1,24,26,0,0,1,20,0
0.097,3,48,13,0,0,1,20,0
0.085,1,48,3,0,1,1,14,0
0.422,5,72,8,1,0,1,10,0
0.39,5,5,25,0,0,1,15,1
0.765,3,24,19,0,0,1,20,1
0.787,5,24,9,0,0,1,7,1
0.958,5,5,18,0,1,0,15,1
0.347,1,48,16,0,0,1,6,0
0.251,5,72,21,0,0,1,22,0
0.187,4,24,21,0,0,1,20,1
0.614,4,5,16,0,0,1,23,1
0.3,4,72,10,0,0,1,13,0
0.287,2,48,21,0,0,1,6,0
0.797,3,72,15,0,0,1,1,1
0.273,1,48,25,0,0,1,1,0
0.486,1,5,27,0,0,1,2,1
0.407,3,5,12,0,0,1,3,1
0.5,1,48,15,0,0,1,10,0
0.584,4,24,29,0,0,1,8,1
0.254,5,5,15,0,0,1,17,1
0.683,3,24,11,0,0,1,20,1
0.606,1,24,8,0,0,0,11,0
0.685,5,24,27,0,1,0,8,1
0.936,2,48,6,0,0,1,10,0
0.767,4,5,8,0,0,0,15,1
0.926,3,72,28,0,0,1,8,1
0.352,5,48,14,0,0,1,5,0
0.791,2,5,12,0,0,1,3,1
0.516,2,72,25,0,0,0,4,0
0.687,3,48,6,1,0,1,12,0
0.884,2,5,30,1,0,1,7,1
0.974,2,48,22,0,1,1,19,1
0.089,3,24,30,0,1,1,14,0
0.494,2,24,6,0,0,1,23,0
0.13,2,24,26,0,0,1,13,0
0.029,3,24,19,0,0,1,20,0
0.01,2,48,22,0,0,1,13,0
0.256,1,5,1,0,0,0,19,0
0.967,5,5,0,0,0,1,12,1
0.132,5,5,18,0,0,1,10,1
0.132,3,72,4,0,0,0,15,0
0.835,3,72,9,0,0,0,8,0
0.436,2,48,23,0,0,1,21,0
0.44,2,24,1,0,1,1,22,0
0.116,4,5,14,0,0,1,15,1
0.72,2,5,11,1,0,1,5,1
0.823,5,24,18,0,1,0,5,1
0.077,4,5,28,0,0,0,3,1
0.59,1,48,4,1,0,1,15,0
0.955,5,5,10,0,0,0,10,1
1.0,5,24,6,0,0,1,1,1
0.547,5,72,2,0,0,0,12,0
0.852,2,72,24,0,0,0,4,1
0.491,4,48,28,0,0,1,11,1
0.49,4,72,8,0,0,0,11,0
0.434,4,5,1,0,0,1,20,1
0.155,4,5,9,0,1,0,9,1
0.128,3,24,16,0,0,1,1,0
0.511,4,5,14,0,0,1,8,1
0.769,1,5,23,0,0,1,12,1
0.416,3,48,18,0,0,1,8,0
0.918,2,24,5,1,0,1,21,1
0.534,1,72,3,1,0,1,12,0
0.966,5,72,9,0,0,1,21,1
0.675,3,5,4,0,0,0,22,1
0.859,2,72,20,0,0,0,17,1
0.301,4,24,15,0,0,0,23,1
0.964,4,5,27,0,0,1,12,1
0.008,4,72,27,0,0,1,9,0
0.4,5,72,7,0,0,1,10,0
0.268,4,72,3,0,0,1,22,0
0.161,2,72,11,0,0,1,21,0
0.602,4,24,28,0,0,0,21,1
0.36,4,24,19,0,0,1,15,1
0.199,5,72,3,0,0,1,7,0
0.047,1,48,28,0,0,1,16,0
0.064,4,5,19,0,0,1,10,1
0.769,5,48,28,0,0,1,21,1
0.05,4,72,30,0,0,1,19,0
0.858,1,5,16,1,0,0,11,1
0.292,4,72,23,0,0,1,4,0
0.202,4,5,7,0,0,1,5,1
0.372,4,48,20,0,0,0,13,0
0.138,4,72,29,0,0,0,21,0
0.03,2,5,22,0,0,1,10,0
0.772,4,5,12,0,0,1,18,1
0.632,5,48,13,0,0,1,9,1
0.314,3,5,26,0,0,0,22,1
0.644,5,72,22,0,0,1,6,1
0.084,5,48,12,0,0,1,17,0
0.093,5,48,16,0,0,1,17,0
0.241,3,72,16,1,1,1,20,0
0.124,1,72,9,0,1,1,7,0
0.989,5,24,11,0,0,0,18,1
0.714,5,24,3,0,0,0,11,1
0.147,4,72,2,1,0,1,6,0
0.369,5,72,18,0,0,0,18,0
0.423,4,72,23,0,0,1,4,0
0.458,5,5,22,0,0,1,17,1
0.952,5,72,3,0,0,1,4,1
0.305,3,48,9,0,0,1,18,0
0.937,3,48,6,0,0,1,17,1
0.87,4,72,18,0,0,1,12,1
0.72,5,24,24,0,0,0,21,1
0.866,3,5,25,0,0,1,12,1
0.046,4,48,20,1,0,1,20,0
0.707,5,5,20,0,0,1,18,1
0.957,5,24,24,0,0,1,17,1
0.019,2,24,26,0,0,1,17,0
0.402,1,72,27,0,0,1,0,0
0.317,3,5,3,0,0,1,5,1
0.09,3,72,21,0,0,1,0,0
0.298,1,48,4,0,0,1,3,0
0.24,5,24,15,0,0,0,8,1
0.465,4,5,15,1,0,0,0,1
0.963,1,24,24,0,0,1,13,1
0.846,5,24,25,0,0,0,7,1
0.424,5,72,1,1,0,0,9,0
0.167,1,72,8,0,0,1,11,0
0.213,5,48,1,0,0,1,2,0
0.123,2,48,28,0,0,0,10,0
0.945,3,72,8,0,0,1,14,0
0.328,2,5,19,0,0,1,13,1
0.696,4,72,17,1,0,1,17,1
0.832,4,5,11,0,0,1,12,1
0.768,1,5,14,0,0,1,23,1
0.281,3,24,2,0,0,0,7,0
0.494,3,5,8,0,0,1,0,1
0.821,4,5,27,0,0,1,6,1
0.566,5,24,2,0,0,1,18,1
0.881,3,24,27,0,0,1,17,1
0.681,4,5,30,0,0,1,10,1
0.995,3,5,21,0,0,1,1,1
0.225,3,72,17,0,1,1,2,0
0.808,2,72,30,1,0,1,9,1
0.625,1,72,13,0,0,1,10,0
0.247,4,24,30,0,1,1,7,1
0.776,5,72,24,1,0,1,1,1
0.377,1,24,1,0,0,1,20,0
0.102,1,5,9,0,0,1,13,0
0.6,5,5,14,0,0,0,19,1
0.651,1,72,16,0,0,1,19,0
0.593,2,24,20,0,0,1,19,1
0.243,1,5,4,0,0,0,11,0
0.885,2,24,15,0,0,1,0,1
0.658,2,5,7,0,0,0,13,1
0.977,2,5,10,0,0,1,14,1
0.331,5,48,19,0,0,1,1,1
0.92,2,24,14,0,0,1,10,1
0.376,4,24,26,0,0,1,0,1
0.142,4,24,20,0,0,1,0,1
0.284,2,48,23,0,0,1,6,0
0.843,1,5,26,0,0,0,3,1
0.21,4,24,11,0,0,0,19,0
0.878,1,5,4,0,0,1,17,1
0.374,5,72,20,0,1,1,6,0
0.294,2,48,7,1,0,0,16,0
0.886,2,5,25,0,0,1,16,1
0.882,5,48,15,0,0,1,16,1
0.716,4,72,8,0,0,0,20,1
0.22,2,72,27,0,0,1,12,0
0.935,3,48,17,1,0,1,16,1
0.584,4,48,13,0,0,1,15,1
0.382,2,72,7,0,1,0,9,0
0.513,1,48,29,0,0,1,17,0
0.197,3,48,9,0,0,0,6,0
0.998,5,48,0,0,0,1,12,1
0.822,1,72,20,0,0,1,12,0
0.723,2,72,7,0,0,0,23,0
0.341,1,48,27,0,0,1,6,0
0.853,1,48,4,0,0,0,0,0
0.659,3,48,7,0,0,1,22,0
0.326,1,5,29,0,0,0,18,1
0.603,5,72,12,0,0,1,6,0
0.329,4,48,2,0,0,1,22,0
0.027,2,5,29,0,0,1,21,0
0.455,3,5,5,0,0,1,3,1
0.418,1,72,30,0,0,0,9,0
0.71,4,24,19,0,0,1,22,1
0.275,1,24,14,1,0,0,16,0
0.569,4,72,14,0,0,1,14,0
0.843,3,72,19,0,0,1,5,0
0.733,4,72,29,0,0,1,22,1
0.24,2,48,28,0,0,0,22,0
0.902,4,72,24,0,0,1,3,1
0.78,4,72,5,0,0,1,2,0
0.676,4,72,10,0,0,1,0,0
0.709,2,48,21,0,0,1,17,1
0.714,4,24,15,0,0,1,0,1
0.177,1,72,5,1,0,1,4,0
0.178,1,24,14,0,0,0,20,0
0.66,1,72,22,0,1,1,12,0
0.929,3,24,6,1,0,0,10,1
0.68,1,24,30,0,0,0,5,1
0.044,5,5,26,0,0,1,6,1
0.395,4,5,7,0,0,1,12,1
0.012,2,72,7,1,0,1,11,0
0.885,4,48,24,0,0,1,17,1
0.922,5,24,8,0,0,0,22,1
0.925,2,48,5,0,0,1,21,1
0.335,5,72,12,0,0,1,22,0
0.233,5,5,9,0,0,1,2,1
0.375,3,24,4,0,0,1,23,0
0.946,3,24,8,0,0,1,13,1
0.288,1,24,27,0,0,1,1,0
0.665,2,24,19,0,0,1,20,1
0.87,1,24,1,0,0,1,2,1
0.549,2,24,16,1,0,1,23,1
0.424,5,24,9,0,0,1,8,1
0.481,3,72,12,0,0,1,23,0
0.156,4,5,24,0,0,0,9,1
0.153,2,48,12,0,0,1,19,0
0.333,4,24,4,0,1,0,23,0
0.491,4,72,23,0,0,1,18,1
0.885,1,72,29,0,0,1,8,0
0.752,3,72,20,0,0,1,13,0
0.242,1,48,20,0,1,1,4,0
0.455,2,48,7,0,0,0,0,0
0.092,4,72,22,0,0,1,6,0
0.166,4,48,22,0,0,1,12,0
0.734,1,5,20,0,0,0,8,1
0.93,4,48,0,0,0,1,2,1
0.418,4,48,23,0,0,1,4,1
0.182,1,72,18,0,0,1,5,0
0.192,4,72,20,0,0,1,2,0
0.378,3,5,10,1,0,1,3,1
0.266,1,5,3,0,0,1,16,0
0.761,4,72,24,0,0,1,10,1
0.817,3,72,12,0,0,0,3,1
0.871,4,24,0,0,0,1,22,1
0.249,4,72,16,0,0,0,10,0
0.36,1,48,21,0,0,1,19,0
0.348,4,5,23,0,0,1,16,1
0.785,5,5,4,0,0,0,17,1
0.467,4,5,15,0,0,1,21,1
0.105,1,24,29,0,0,0,7,0
0.666,1,24,29,0,0,1,22,1
0.224,5,5,20,0,0,1,23,1
0.642,5,72,25,0,0,1,3,1
0.741,2,5,18,0,0,0,18,1
0.311,5,24,27,0,0,0,21,1
0.126,5,24,3,0,0,1,4,0
0.297,2,72,21,0,0,1,21,0
0.828,1,48,9,0,0,1,22,0
0.631,2,72,9,0,0,0,10,0
0.717,2,5,29,0,0,1,12,1
0.815,2,5,17,0,0,1,11,1
0.391,5,48,9,0,0,0,12,1
0.323,5,5,27,0,0,1,18,1
0.696,3,24,6,0,0,1,0,1
0.856,1,24,12,0,0,0,1,1
0.974,2,5,3,0,0,1,4,1
0.404,1,5,7,0,0,1,5,0
0.375,1,72,27,0,0,1,14,0
0.12,1,5,15,0,0,1,18,0
0.573,3,5,25,0,0,0,22,1
0.571,1,48,2,0,0,1,12,0
0.02,5,72,2,0,0,1,20,0
0.753,1,24,27,0,0,1,10,1
0.129,2,24,2,0,0,1,3,0
0.364,5,24,13,0,0,1,1,1
0.519,3,72,4,0,0,1,11,0
0.511,1,5,7,1,0,0,6,0
0.602,2,48,8,0,0,1,8,0
0.65,2,72,14,1,0,1,22,0
0.204,3,24,22,0,0,0,19,1
0.822,3,72,12,1,0,1,3,1
0.684,4,5,10,0,0,1,8,1
0.798,3,5,3,0,0,1,3,1
0.124,5,48,18,0,0,1,22,0
0.282,3,5,28,1,0,0,5,1
0.741,5,72,15,0,0,1,22,1
0.126,4,48,1,0,0,1,7,0
0.418,4,24,14,0,0,1,8,1
0.521,2,48,20,0,0,1,10,0
0.635,1,24,30,1,0,1,9,1
0.493,1,72,21,0,0,1,16,0
0.677,5,5,12,1,0,0,0,1
0.703,3,24,23,0,0,0,16,1
0.042,4,24,21,0,0,0,5,1
0.839,5,48,30,1,0,1,3,1
0.679,5,5,9,0,0,1,23,1
0.394,3,5,29,0,0,1,11,1
0.46,3,48,3,1,0,1,11,0
0.431,2,5,16,0,0,1,15,1
0.769,3,24,15,0,0,1,5,1
0.269,4,72,5,0,0,1,22,0
0.19,1,24,12,0,0,1,21,0
0.479,3,5,13,0,0,1,4,1
0.764,4,72,4,1,0,1,4,1
0.014,2,5,21,0,0,1,0,0
0.289,4,5,24,0,0,1,5,1
0.767,3,24,21,0,0,1,3,1
0.502,2,24,27,0,0,1,4,1
0.274,2,24,13,1,0,0,12,0
0.306,2,24,10,0,1,1,1,0
0.269,3,48,22,0,0,1,1,0
0.66,3,24,9,0,0,1,5,1
0.491,3,48,3,1,1,1,4,0
0.741,3,48,7,0,0,1,3,1
0.743,1,5,18,0,0,0,6,1
0.926,1,48,9,0,0,1,23,1
0.128,4,48,28,0,0,0,11,0
0.448,1,72,2,0,0,0,0,0
0.274,2,48,1,0,1,0,6,0
0.397,5,5,5,0,0,1,12,1
0.271,2,5,5,0,0,1,16,0
0.708,5,48,9,0,0,1,3,1
0.046,2,48,1,0,0,1,4,0
0.791,2,24,17,1,0,1,11,1
0.946,5,48,23,0,0,1,1,1
0.01,3,24,23,0,0,0,17,0
0.868,5,5,23,0,0,1,20,1
0.551,4,24,10,0,0,0,12,1
0.232,4,48,4,0,0,1,5,0
0.176,5,72,30,0,0,1,5,0
0.817,5,24,2,0,0,1,20,1
0.1,5,24,23,0,1,1,12,1
0.827,1,24,7,0,0,0,19,1
0.966,1,48,27,0,0,1,18,1
0.815,3,48,15,0,1,1,20,1
0.021,1,5,17,0,0,0,4,0
0.224,2,72,12,0,0,1,21,0
0.884,1,72,5,0,0,0,9,0
0.616,1,48,29,0,0,1,4,1
0.53,5,24,21,0,0,1,19,1
0.348,1,48,29,0,0,1,22,0
0.789,2,24,10,0,0,0,15,1
0.113,4,48,4,1,0,1,12,0
0.494,4,72,19,0,0,0,20,0
0.383,5,72,17,0,0,0,12,0
0.715,5,24,22,1,0,1,0,1
0.474,2,5,1,0,0,0,4,1
0.144,5,72,7,0,0,1,3,0
0.704,4,5,22,0,0,1,21,1
0.477,5,24,0,0,0,1,0,1
0.814,2,24,15,0,0,1,9,1
0.723,4,5,9,1,1,1,19,1
0.503,1,72,26,0,0,1,22,0
0.919,5,48,22,0,0,1,2,1
0.978,2,24,12,0,0,1,23,1
0.605,1,72,15,0,0,0,5,0
0.371,4,24,8,1,1,1,10,1
0.282,5,5,2,0,1,0,6,1
0.638,1,24,8,1,0,1,15,1
0.315,3,5,11,0,0,1,10,1
0.726,2,5,10,0,0,1,4,1
0.796,4,5,9,0,0,1,20,1
0.718,2,24,24,0,0,1,23,1
0.523,3,72,25,0,0,1,13,0
0.713,4,24,6,0,0,0,18,1
0.498,1,24,24,0,0,0,2,1
0.455,2,48,5,1,0,1,2,0
0.772,3,72,8,0,0,0,3,0
0.488,3,48,12,0,0,1,14,0
0.845,3,48,2,0,0,1,21,1
0.977,1,24,22,0,1,0,9,1
0.57,1,24,12,0,0,1,14,0
0.9,4,5,2,0,0,0,12,1
0.199,3,5,10,0,0,1,23,0
0.278,1,24,30,0,0,1,1,0
0.774,1,48,25,0,0,1,0,0
0.684,3,48,20,0,0,1,2,1
0.712,4,24,21,0,0,1,13,1
0.753,2,24,11,0,0,1,5,1
0.437,5,72,26,1,0,1,2,1
0.578,2,48,21,0,0,1,23,0
0.014,4,24,15,0,0,0,13,0
0.722,4,24,20,0,0,1,6,1
0.188,5,24,19,0,0,0,21,1
0.014,3,5,9,0,0,0,22,0
0.999,4,72,11,0,0,1,10,1
0.176,4,48,5,0,0,1,9,0
0.689,4,48,22,0,0,0,2,1
0.104,1,72,3,0,0,0,3,0
0.503,1,48,27,0,0,1,12,0
0.856,1,48,30,0,0,0,20,1
0.741,1,48,25,0,0,0,8,1
0.903,4,24,0,0,0,1,4,1
0.841,5,48,10,0,0,1,17,1
0.193,4,5,25,0,0,0,12,1
0.174,3,24,13,0,0,1,3,0
0.784,3,24,30,0,0,1,0,1
0.593,1,5,18,0,0,1,14,1
0.778,2,24,20,0,0,1,7,1
0.807,4,48,21,1,0,1,0,1
0.579,1,5,14,0,0,1,8,1
0.093,4,48,29,0,0,1,0,0
0.487,1,24,21,0,0,1,14,0
0.18,1,24,21,0,0,1,10,0
0.484,5,5,5,0,0,1,19,1
0.023,5,24,6,0,0,1,10,0
0.083,2,48,8,0,0,1,17,0
0.467,4,72,16,0,0,1,6,0
0.887,3,72,3,0,0,1,6,0
0.488,4,72,19,0,0,1,19,0
0.2,3,48,28,0,1,1,1,0
0.253,4,48,19,0,0,0,11,0
0.115,3,72,25,0,0,1,11,0
0.78,1,5,10,0,0,1,18,1
0.899,5,5,12,0,0,1,17,1
0.608,1,72,21,0,0,1,6,0
0.494,1,48,13,1,0,1,18,0
0.576,3,5,20,0,0,1,14,1
0.842,4,5,28,0,0,1,0,1
0.095,4,48,8,0,0,1,10,0
0.047,3,72,15,0,0,1,11,0
0.103,2,5,26,1,0,1,22,1
0.226,1,24,23,0,0,0,0,0
0.868,3,5,3,1,0,1,22,1
0.812,3,24,29,0,0,1,4,1
0.888,4,72,21,0,0,1,21,1
0.281,4,24,2,0,0,1,17,0
0.242,2,5,2,0,1,1,6,0
0.385,4,5,10,0,0,1,10,1
0.312,4,24,27,0,0,1,11,1
0.452,5,24,24,0,1,1,21,1
0.87,1,24,14,0,0,1,14,1
0.029,5,72,11,0,0,1,13,0
0.397,4,48,1,0,0,1,12,0
0.423,3,24,12,0,0,1,16,1
0.681,2,5,7,1,0,1,7,1
0.101,2,72,12,0,0,0,22,0
0.206,2,48,20,0,0,1,3,0
0.908,5,72,23,0,0,1,10,1
0.167,3,72,4,0,0,1,0,0
0.264,1,24,21,0,1,1,15,0
0.488,2,72,3,1,1,1,9,0
0.525,2,24,24,1,0,1,14,1
0.351,5,48,21,0,0,1,11,1
0.334,5,72,3,0,0,1,4,0
0.856,2,48,15,1,0,1,13,1
0.744,2,72,20,1,0,1,17,0
0.449,5,24,8,0,0,1,18,1
0.994,3,24,1,0,0,0,3,1
0.455,3,48,3,0,0,1,14,0
0.523,3,24,9,0,1,1,14,1
0.283,5,5,1,0,1,1,0,1
0.138,3,24,30,1,0,0,6,1
0.918,3,24,1,0,0,0,20,1
0.399,1,48,29,0,0,1,21,0
0.804,2,24,8,0,0,1,2,1
0.927,4,24,12,0,0,1,16,1
0.313,3,72,11,0,0,1,0,0
0.026,4,5,24,0,0,0,18,1
0.127,5,48,1,0,0,1,0,0
0.763,5,72,26,1,1,0,20,1
0.594,3,72,22,0,1,1,21,0
0.717,2,24,17,0,0,1,21,1
0.155,3,5,25,0,0,1,0,1
0.88,5,5,7,0,0,0,14,1
0.926,3,72,15,0,0,0,17,1
0.613,4,5,13,0,1,1,23,1
0.171,5,24,15,0,0,1,18,1
0.668,4,72,22,0,0,0,4,1
0.457,5,72,0,0,1,1,21,0
0.043,3,24,14,0,0,1,5,0
0.856,5,24,11,0,0,1,5,1
0.352,5,48,14,0,0,1,21,1
0.394,4,72,30,0,0,1,16,0
0.525,2,48,18,0,0,1,12,0
0.03,2,24,3,0,0,1,10,0
0.981,2,5,28,0,0,1,13,1
0.062,3,5,1,0,1,0,19,0
0.029,2,48,3,0,0,0,18,0
0.196,4,72,21,0,0,1,16,0
0.192,5,5,20,0,0,1,4,1
0.36,4,5,10,0,0,0,20,1
0.19,2,72,16,0,0,1,4,0
0.439,4,5,18,1,0,1,3,1
0.051,5,48,0,0,0,0,8,0
0.358,2,48,2,0,0,1,19,0
0.399,1,5,18,0,0,1,0,1
0.421,2,48,28,0,0,1,23,0
0.757,1,24,15,1,0,0,22,1
0.807,3,5,30,0,0,0,17,1
0.129,1,5,1,0,0,1,15,0
0.85,2,5,29,1,0,0,17,1
0.379,1,72,1,0,0,1,22,0
0.138,4,5,28,0,0,1,10,1
0.058,2,5,18,1,0,0,17,0
0.991,1,24,26,1,1,1,9,1
0.35,2,48,4,0,0,1,2,0
0.938,2,72,22,0,0,0,7,1
0.303,3,48,27,0,0,1,22,0
0.104,3,72,22,0,0,1,4,0
0.521,3,24,3,0,0,1,7,0
0.65,4,5,0,0,1,1,12,1
0.965,1,48,27,0,0,0,12,1
0.224,4,24,21,0,1,1,17,1
0.937,5,48,29,0,0,0,6,1
0.341,5,72,27,0,0,1,1,0
0.553,3,72,13,0,0,1,5,0
0.467,2,24,29,1,0,0,2,1
0.771,3,48,18,0,0,1,21,1
0.653,5,5,3,0,0,0,5,1
0.017,1,72,1,0,0,0,6,0
0.58,1,48,28,0,0,1,5,1
0.787,3,72,4,0,0,0,20,0
0.114,1,24,21,0,0,1,17,0
0.061,3,48,0,0,0,1,22,0
0.235,1,5,16,0,0,1,10,0
0.829,4,5,20,0,0,1,19,1
0.335,4,48,15,0,0,1,11,0
0.93,5,5,3,0,0,1,23,1
0.581,3,24,12,0,1,1,12,1
0.649,1,24,18,0,0,1,13,1
0.121,5,5,19,0,0,1,8,1
0.575,2,48,7,0,0,1,10,0
0.115,2,72,23,0,0,1,17,0
0.915,4,24,14,0,0,0,4,1
0.245,4,24,19,0,0,1,2,1
0.505,2,72,20,0,0,1,14,0
0.121,3,72,23,1,0,0,0,0
0.99,2,72,28,0,0,1,7,1
0.119,3,5,23,1,0,1,14,1
0.631,4,48,24,0,0,1,18,1
0.937,1,24,28,1,0,1,14,1
0.439,5,48,30,0,0,1,1,1
0.897,5,72,9,0,0,1,4,1
0.945,2,72,16,0,0,1,11,1
0.119,3,72,14,0,0,0,8,0
0.753,2,48,4,1,0,1,5,1
0.903,5,24,0,0,0,1,9,1
0.571,4,24,26,0,0,1,3,1
0.432,3,5,27,0,0,1,11,1
0.744,2,5,10,0,0,1,23,1
0.777,3,5,13,1,0,1,6,1
0.661,1,5,7,0,0,0,21,1
0.47,4,24,23,0,0,1,2,1
0.857,2,5,13,1,0,1,5,1
0.688,5,72,20,0,0,1,21,1
0.878,2,48,21,0,0,1,11,1
0.295,2,5,30,0,0,1,14,1
0.662,1,24,14,0,0,1,12,1
0.774,4,72,19,0,0,1,16,1
0.851,4,5,17,0,0,1,12,1
0.425,3,5,8,0,0,1,1,1
0.41,5,24,17,0,0,0,19,1
0.129,5,5,30,0,0,1,22,1
0.353,5,5,20,1,0,1,5,1
0.396,2,48,25,0,0,1,17,0
0.94,1,5,24,0,0,1,15,1
0.283,1,24,20,0,0,1,3,0
0.378,4,24,26,0,0,1,2,1
0.703,4,5,0,0,0,0,3,1
0.793,2,48,25,0,0,1,8,1
0.1,5,72,12,0,0,0,17,0
0.284,5,24,12,1,0,1,11,1
0.715,4,24,18,0,0,1,11,1
0.109,3,48,4,0,0,1,5,0
0.942,5,24,2,0,0,1,23,1
0.761,1,72,8,0,0,0,1,0
0.565,4,5,8,0,0,0,17,1
0.959,2,48,14,0,0,0,23,1
0.105,1,72,4,0,0,1,5,0
0.87,1,5,28,0,0,0,15,1
0.874,4,72,0,0,0,1,21,0
0.322,3,24,4,0,0,0,22,0
0.605,4,72,6,0,0,1,4,0
0.715,4,5,10,0,0,1,0,1
0.188,1,72,10,1,0,1,2,0
0.559,2,48,20,1,0,1,13,1
0.306,5,72,29,0,0,1,2,0
0.103,2,48,5,0,0,0,18,0
0.383,5,48,30,0,0,1,15,1
0.003,2,24,2,0,0,1,15,0
0.323,1,24,16,0,0,1,9,0
0.117,5,72,12,0,0,1,16,0
0.078,5,24,30,0,0,1,4,1
0.56,4,48,21,0,0,1,5,1
0.366,4,48,23,0,0,0,6,1
0.179,1,24,14,0,0,1,10,0
0.369,3,5,19,0,0,1,12,1
0.695,3,48,20,1,0,1,22,1
0.997,4,72,5,0,0,0,3,1
0.029,2,24,27,0,0,0,3,0
0.637,1,48,3,0,0,0,20,0
0.017,3,24,28,0,0,1,0,0
0.403,1,5,6,0,0,1,2,0
0.045,5,24,22,0,0,1,0,1
0.561,1,48,14,0,0,1,14,0
0.918,2,5,5,0,0,1,5,1
0.218,3,72,2,0,0,1,21,0
0.901,2,24,9,1,0,1,4,1
0.414,2,48,28,0,0,1,14,0
0.49,5,48,11,0,0,0,21,0
0.037,5,72,4,0,0,1,11,0
0.682,3,24,10,0,0,0,8,1
0.773,3,24,14,0,0,1,20,1
0.14,5,48,11,0,0,0,10,0
0.629,1,24,13,0,0,0,5,0
0.306,4,24,24,1,0,1,18,1
0.731,4,24,8,0,0,1,12,1
0.971,2,5,13,0,0,1,18,1
0.512,3,24,30,0,0,1,10,1
0.054,1,48,25,0,0,1,5,0
0.659,2,24,9,0,0,0,13,1
0.245,5,48,0,0,0,1,21,0
0.212,4,72,26,0,0,0,12,0
0.763,2,72,24,0,0,1,13,0
0.534,3,72,21,0,0,1,19,0
